,level_0,CustomerID,Recency,Frequency,Monetory,R,F,M,RFM,RFM_Score,Loyality
2799,2799,3483.0,269,5,37026.0,4,3,2,432,9,Silver
2800,2800,3484.0,74,101,586469.0,3,1,1,311,5,Platinum
2801,2801,3485.0,314,70,77554.0,4,1,2,412,7,Gold
2802,2802,3486.0,16,82,179507.0,1,1,1,111,3,Platinum
2803,2803,3487.0,59,62,99205.0,3,1,1,311,5,Platinum
2804,2804,3489.0,14,293,553366.0,1,1,1,111,3,Platinum
2805,2805,3490.0,29,154,341424.0,2,1,1,211,4,Platinum
2806,2806,3491.0,115,62,37469.0,3,1,2,312,6,Gold
2807,2807,3492.0,9,146,293058.0,1,1,1,111,3,Platinum
2808,2808,3493.0,18,172,181782.0,1,1,1,111,3,Platinum
2809,2809,3494.0,18,79,94622.0,1,1,1,111,3,Platinum
2810,2810,3495.0,37,25,98993.0,2,2,1,221,5,Platinum
2811,2811,3496.0,37,27,73894.0,2,2,2,222,6,Gold
2812,2812,3497.0,79,2,14148.0,3,4,3,343,10,Silver
2813,2813,3498.0,24,9,36288.0,2,3,2,232,7,Gold
2814,2814,3499.0,26,63,31989.0,2,1,2,212,5,Platinum
2815,2815,3500.0,34,81,242570.0,2,1,1,211,4,Platinum
2816,2816,3501.0,110,52,175036.0,3,1,1,311,5,Platinum
2817,2817,3502.0,36,160,367728.0,2,1,1,211,4,Platinum
2818,2818,3503.0,124,189,195212.0,3,1,1,311,5,Platinum
2819,2819,3504.0,8,96,302762.0,1,1,1,111,3,Platinum
2820,2820,3505.0,30,115,242485.0,2,1,1,211,4,Platinum
2821,2821,3506.0,7,62,237420.0,1,1,1,111,3,Platinum
2822,2822,3507.0,3,196,464280.0,1,1,1,111,3,Platinum
2823,2823,3508.0,51,124,234056.0,2,1,1,211,4,Platinum
2824,2824,3509.0,323,15,35190.0,4,2,2,422,8,Gold
2825,2825,3510.0,23,76,160559.0,2,1,1,211,4,Platinum
2826,2826,3511.0,19,52,115732.0,1,1,1,111,3,Platinum
2827,2827,3512.0,3,213,117519.0,1,1,1,111,3,Platinum
2828,2828,3513.0,19,65,140644.0,1,1,1,111,3,Platinum
2829,2829,3514.0,11,41,190592.0,1,2,1,121,4,Platinum
2830,2830,3515.0,271,1,2738.0,4,4,4,444,12,Bronze
2831,2831,3516.0,160,90,99140.0,4,1,1,411,6,Gold
2832,2832,3517.0,34,415,1329882.0,2,1,1,211,4,Platinum
2833,2833,3518.0,30,120,115652.0,2,1,1,211,4,Platinum
2834,2834,3519.0,166,12,18428.0,4,3,3,433,10,Silver
2835,2835,3520.0,48,30,36735.0,2,2,2,222,6,Gold
2836,2836,3521.0,6,135,86081.0,1,1,2,112,4,Platinum
2837,2837,3522.0,9,43,99121.0,1,2,1,121,4,Platinum
2838,2838,3523.0,289,9,15066.0,4,3,3,433,10,Silver
2839,2839,3524.0,319,10,21850.0,4,3,3,433,10,Silver
2840,2840,3525.0,8,38,79790.0,1,2,2,122,5,Platinum
2841,2841,3526.0,234,18,38565.0,4,2,2,422,8,Gold
2842,2842,3527.0,121,7,18804.0,3,3,3,333,9,Silver
2843,2843,3528.0,163,9,47700.0,4,3,2,432,9,Silver
2844,2844,3529.0,186,32,36552.0,4,2,2,422,8,Gold
2845,2845,3530.0,51,39,34876.0,2,2,2,222,6,Gold
2846,2846,3531.0,153,262,133701.0,4,1,1,411,6,Gold
2847,2847,3532.0,335,14,19762.0,4,2,3,423,9,Silver
2848,2848,3533.0,6,134,293614.0,1,1,1,111,3,Platinum
2849,2849,3534.0,16,26,515344.0,1,2,1,121,4,Platinum
2850,2850,3535.0,107,24,46824.0,3,2,2,322,7,Gold
2851,2851,3536.0,17,52,168425.0,1,1,1,111,3,Platinum
2852,2852,3537.0,276,24,45886.0,4,2,2,422,8,Gold
2853,2853,3538.0,17,484,1294278.0,1,1,1,111,3,Platinum
2854,2854,3539.0,249,20,56833.0,4,2,2,422,8,Gold
2855,2855,3540.0,241,15,62909.0,4,2,2,422,8,Gold
2856,2856,3541.0,2,48,113009.0,1,1,1,111,3,Platinum
2857,2857,3542.0,108,35,85561.0,3,2,2,322,7,Gold
2858,2858,3543.0,23,85,214375.0,2,1,1,211,4,Platinum
2859,2859,3544.0,53,9,16358.0,2,3,3,233,8,Gold
2860,2860,3545.0,196,15,181988.0,4,2,1,421,7,Gold
2861,2861,3546.0,25,14,25998.0,2,2,2,222,6,Gold
2862,2862,3547.0,78,23,58420.0,3,2,2,322,7,Gold
2863,2863,3548.0,19,19,34311.0,1,2,2,122,5,Platinum
2864,2864,3549.0,14,15,37943.0,1,2,2,122,5,Platinum
2865,2865,3550.0,33,67,170044.0,2,1,1,211,4,Platinum
2866,2866,3551.0,22,102,211636.0,2,1,1,211,4,Platinum
2867,2867,3552.0,32,228,484648.0,2,1,1,211,4,Platinum
2868,2868,3553.0,29,105,216049.0,2,1,1,211,4,Platinum
2869,2869,3554.0,22,5,32736.0,2,3,2,232,7,Gold
2870,2870,3555.0,33,145,326262.0,2,1,1,211,4,Platinum
2871,2871,3556.0,285,10,20484.0,4,3,3,433,10,Silver
2872,2872,3557.0,46,14,22741.0,2,2,3,223,7,Gold
2873,2873,3558.0,53,59,108357.0,2,1,1,211,4,Platinum
2874,2874,3559.0,290,16,35107.0,4,2,2,422,8,Gold
2875,2875,3560.0,79,15,47256.0,3,2,2,322,7,Gold
2876,2876,3561.0,6,87,437988.0,1,1,1,111,3,Platinum
2877,2877,3562.0,218,4,8702.0,4,3,3,433,10,Silver
2878,2878,3563.0,45,64,183392.0,2,1,1,211,4,Platinum
2879,2879,3564.0,202,15,39004.0,4,2,2,422,8,Gold
2880,2880,3565.0,179,80,83655.0,4,1,2,412,7,Gold
2881,2881,3566.0,57,131,106491.0,3,1,1,311,5,Platinum
2882,2882,3567.0,58,23,29149.0,3,2,2,322,7,Gold
2883,2883,3568.0,8,73,363451.0,1,1,1,111,3,Platinum
2884,2884,3569.0,55,2,22600.0,2,4,3,243,9,Silver
2885,2885,3570.0,227,10,27817.0,4,3,2,432,9,Silver
2886,2886,3571.0,12,86,300580.0,1,1,1,111,3,Platinum
2887,2887,3572.0,107,60,48065.0,3,1,2,312,6,Gold
2888,2888,3573.0,59,19,52570.0,3,2,2,322,7,Gold
2889,2889,3574.0,29,236,268649.0,2,1,1,211,4,Platinum
2890,2890,3575.0,40,35,238296.0,2,2,1,221,5,Platinum
2891,2891,3576.0,361,25,30140.0,4,2,2,422,8,Gold
2892,2892,3577.0,30,29,110989.0,2,2,1,221,5,Platinum
2893,2893,3578.0,25,96,89330.0,2,1,1,211,4,Platinum
2894,2894,3579.0,54,40,46031.0,2,2,2,222,6,Gold
2895,2895,3580.0,36,152,504079.0,2,1,1,211,4,Platinum
2896,2896,3581.0,174,67,158830.0,4,1,1,411,6,Gold
2897,2897,3582.0,54,13,74236.0,2,2,2,222,6,Gold
2898,2898,3583.0,54,7,25752.0,2,3,2,232,7,Gold
2899,2899,3584.0,28,210,287127.0,2,1,1,211,4,Platinum
2900,2900,3585.0,257,4,31215.0,4,3,2,432,9,Silver
2901,2901,3586.0,41,162,324291.0,2,1,1,211,4,Platinum
2902,2902,3587.0,61,104,111590.0,3,1,1,311,5,Platinum
2903,2903,3588.0,236,9,12143.0,4,3,3,433,10,Silver
2904,2904,3589.0,5,273,241966.0,1,1,1,111,3,Platinum
2905,2905,3590.0,32,25,16032.0,2,2,3,223,7,Gold
2906,2906,3591.0,25,472,416700.0,2,1,1,211,4,Platinum
2907,2907,3592.0,8,63,47719.0,1,1,2,112,4,Platinum
2908,2908,3593.0,66,28,41781.0,3,2,2,322,7,Gold
2909,2909,3594.0,311,47,43746.0,4,1,2,412,7,Gold
2910,2910,3595.0,309,21,63759.0,4,2,2,422,8,Gold
2911,2911,3596.0,19,46,129624.0,1,1,1,111,3,Platinum
2912,2912,3597.0,16,207,262620.0,1,1,1,111,3,Platinum
2913,2913,3598.0,99,47,40371.0,3,1,2,312,6,Gold
2914,2914,3599.0,269,72,440139.0,4,1,1,411,6,Gold
2915,2915,3600.0,13,545,402409.0,1,1,1,111,3,Platinum
2916,2916,3601.0,3,35,48591.0,1,2,2,122,5,Platinum
2917,2917,3602.0,36,25,24284.0,2,2,3,223,7,Gold
2918,2918,3603.0,183,14,17463.0,4,2,3,423,9,Silver
2919,2919,3604.0,26,29,65579.0,2,2,2,222,6,Gold
2920,2920,3605.0,13,105,111717.0,1,1,1,111,3,Platinum
2921,2921,3606.0,13,19,36692.0,1,2,2,122,5,Platinum
2922,2922,3607.0,4,561,461353.0,1,1,1,111,3,Platinum
2923,2923,3608.0,313,16,45349.0,4,2,2,422,8,Gold
2924,2924,3609.0,109,40,142926.0,3,2,1,321,6,Gold
2925,2925,3610.0,2,398,999834.0,1,1,1,111,3,Platinum
2926,2926,3611.0,54,31,125059.0,2,2,1,221,5,Platinum
2927,2927,3612.0,205,9,20019.0,4,3,3,433,10,Silver
2928,2928,3613.0,16,55,34357.0,1,1,2,112,4,Platinum
2929,2929,3614.0,121,69,41853.0,3,1,2,312,6,Gold
2930,2930,3615.0,4,57,47807.0,1,1,2,112,4,Platinum
2931,2931,3616.0,363,39,34116.0,4,2,2,422,8,Gold
2932,2932,3617.0,120,86,47220.0,3,1,2,312,6,Gold
2933,2933,3618.0,19,18,19687.0,1,2,3,123,6,Gold
2934,2934,3619.0,5,111,41066.0,1,1,2,112,4,Platinum
2935,2935,3620.0,41,78,39523.0,2,1,2,212,5,Platinum
2936,2936,3621.0,110,16,34358.0,3,2,2,322,7,Gold
2937,2937,3622.0,149,124,81337.0,3,1,2,312,6,Gold
2938,2938,3623.0,56,12,142033.0,2,3,1,231,6,Gold
2939,2939,3624.0,209,23,8141.0,4,2,3,423,9,Silver
2940,2940,3625.0,139,127,75707.0,3,1,2,312,6,Gold
2941,2941,3626.0,3,79,39014.0,1,1,2,112,4,Platinum
2942,2942,3627.0,128,38,41086.0,3,2,2,322,7,Gold
2943,2943,3628.0,108,6,119844.0,3,3,1,331,7,Gold
2944,2944,3629.0,43,115,302797.0,2,1,1,211,4,Platinum
2945,2945,3630.0,37,26,14560.0,2,2,3,223,7,Gold
2946,2946,3631.0,228,69,127709.0,4,1,1,411,6,Gold
2947,2947,3632.0,244,15,33496.0,4,2,2,422,8,Gold
2948,2948,3633.0,61,9,23043.0,3,3,3,333,9,Silver
2949,2949,3634.0,133,94,294747.0,3,1,1,311,5,Platinum
2950,2950,3635.0,62,288,228445.0,3,1,1,311,5,Platinum
2951,2951,3636.0,22,45,21571.0,2,1,3,213,6,Gold
2952,2952,3637.0,27,123,130668.0,2,1,1,211,4,Platinum
2953,2953,3638.0,10,141,204781.0,1,1,1,111,3,Platinum
2954,2954,3639.0,32,110,118275.0,2,1,1,211,4,Platinum
2955,2955,3640.0,4,102,75445.0,1,1,2,112,4,Platinum
2956,2956,3641.0,309,1,59112.0,4,4,2,442,10,Silver
2957,2957,3642.0,9,134,246079.0,1,1,1,111,3,Platinum
2958,2958,3643.0,29,69,71118.0,2,1,2,212,5,Platinum
2959,2959,3644.0,18,51,16299.0,1,1,3,113,5,Platinum
2960,2960,3645.0,102,30,70278.0,3,2,2,322,7,Gold
2961,2961,3646.0,18,57,103398.0,1,1,1,111,3,Platinum
2962,2962,3647.0,22,65,26294.0,2,1,2,212,5,Platinum
2963,2963,3648.0,15,81,138731.0,1,1,1,111,3,Platinum
2964,2964,3649.0,362,52,31239.0,4,1,2,412,7,Gold
2965,2965,3650.0,11,69,1352873.0,1,1,1,111,3,Platinum
2966,2966,3652.0,96,12,9806.0,3,3,3,333,9,Silver
2967,2967,3653.0,79,54,182253.0,3,1,1,311,5,Platinum
2968,2968,3654.0,139,14,75499.0,3,2,2,322,7,Gold
2969,2969,3655.0,22,27,297480.0,2,2,1,221,5,Platinum
2970,2970,3656.0,28,135,355562.0,2,1,1,211,4,Platinum
2971,2971,3657.0,2,483,831607.0,1,1,1,111,3,Platinum
2972,2972,3658.0,48,11,279774.0,2,3,1,231,6,Gold
2973,2973,3659.0,101,73,152076.0,3,1,1,311,5,Platinum
2974,2974,3660.0,16,107,87225.0,1,1,1,111,3,Platinum
2975,2975,3661.0,20,203,132306.0,1,1,1,111,3,Platinum
2976,2976,3662.0,18,50,142258.0,1,1,1,111,3,Platinum
2977,2977,3663.0,282,6,11706.0,4,3,3,433,10,Silver
2978,2978,3664.0,15,32,57194.0,1,2,2,122,5,Platinum
2979,2979,3665.0,71,4,22934.0,3,3,3,333,9,Silver
2980,2980,3666.0,128,1,18272.0,3,4,3,343,10,Silver
2981,2981,3667.0,87,28,64371.0,3,2,2,322,7,Gold
2982,2982,3668.0,303,12,45270.0,4,3,2,432,9,Silver
2983,2983,3669.0,152,541,255937.0,3,1,1,311,5,Platinum
2984,2984,3670.0,18,749,813291.0,1,1,1,111,3,Platinum
2985,2985,3671.0,97,9,32916.0,3,3,2,332,8,Gold
2986,2986,3672.0,10,420,1511050.0,1,1,1,111,3,Platinum
2987,2987,3673.0,157,179,100195.0,4,1,1,411,6,Gold
2988,2988,3674.0,357,17,21336.0,4,2,3,423,9,Silver
2989,2989,3675.0,47,32,19825.0,2,2,3,223,7,Gold
2990,2990,3676.0,16,87,71763.0,1,1,2,112,4,Platinum
2991,2991,3677.0,4,501,335958.0,1,1,1,111,3,Platinum
2992,2992,3678.0,88,1,41688.0,3,4,2,342,9,Silver
2993,2993,3679.0,15,213,187806.0,1,1,1,111,3,Platinum
2994,2994,3680.0,180,9,21123.0,4,3,3,433,10,Silver
2995,2995,3681.0,9,72,153223.0,1,1,1,111,3,Platinum
2996,2996,3682.0,38,27,65398.0,2,2,2,222,6,Gold
2997,2997,3683.0,135,8,242700.0,3,3,1,331,7,Gold
2998,2998,3684.0,51,16,201487.0,2,2,1,221,5,Platinum
2999,2999,3685.0,312,19,27652.0,4,2,2,422,8,Gold
3000,3000,3686.0,25,45,46280.0,2,1,2,212,5,Platinum
3001,3001,3687.0,304,59,46656.0,4,1,2,412,7,Gold
3002,3002,3688.0,12,15,24518.0,1,2,3,123,6,Gold
3003,3003,3689.0,18,131,73859.0,1,1,2,112,4,Platinum
3004,3004,3690.0,51,29,55733.0,2,2,2,222,6,Gold
3005,3005,3691.0,240,34,41600.0,4,2,2,422,8,Gold
3006,3006,3692.0,1,412,578816.0,1,1,1,111,3,Platinum
3007,3007,3693.0,13,465,723179.0,1,1,1,111,3,Platinum
3008,3008,3694.0,239,34,22543.0,4,2,3,423,9,Silver
3009,3009,3695.0,24,126,193097.0,2,1,1,211,4,Platinum
3010,3010,3696.0,73,33,68102.0,3,2,2,322,7,Gold
3011,3011,3697.0,18,87,48715.0,1,1,2,112,4,Platinum
3012,3012,3698.0,41,250,169017.0,2,1,1,211,4,Platinum
3013,3013,3699.0,41,57,82826.0,2,1,2,212,5,Platinum
3014,3014,3700.0,219,28,52202.0,4,2,2,422,8,Gold
3015,3015,3701.0,198,71,55669.0,4,1,2,412,7,Gold
3016,3016,3702.0,71,24,25873.0,3,2,2,322,7,Gold
3017,3017,3703.0,24,410,493236.0,2,1,1,211,4,Platinum
3018,3018,3704.0,12,82,67434.0,1,1,2,112,4,Platinum
3019,3019,3705.0,13,105,2807583.0,1,1,1,111,3,Platinum
3020,3020,3706.0,69,2,6640.0,3,4,3,343,10,Silver
3021,3021,3707.0,5,51,26550.0,1,1,2,112,4,Platinum
3022,3022,3708.0,20,15,38752.0,1,2,2,122,5,Platinum
3023,3023,3709.0,15,47,36876.0,1,1,2,112,4,Platinum
3024,3024,3710.0,9,27,262856.0,1,2,1,121,4,Platinum
3025,3025,3711.0,20,78,105270.0,1,1,1,111,3,Platinum
3026,3026,3712.0,79,15,164928.0,3,2,1,321,6,Gold
3027,3027,3713.0,3,220,3332232.0,1,1,1,111,3,Platinum
3028,3028,3714.0,168,3,57024.0,4,4,2,442,10,Silver
3029,3029,3715.0,307,61,63483.0,4,1,2,412,7,Gold
3030,3030,3716.0,220,4,22803.0,4,3,3,433,10,Silver
3031,3031,3717.0,45,25,689718.0,2,2,1,221,5,Platinum
3032,3032,3718.0,23,92,82670.0,2,1,2,212,5,Platinum
3033,3033,3719.0,115,38,79589.0,3,2,2,322,7,Gold
3034,3034,3720.0,127,213,273980.0,3,1,1,311,5,Platinum
3035,3035,3721.0,11,58,302485.0,1,1,1,111,3,Platinum
3036,3036,3722.0,37,32,30596.0,2,2,2,222,6,Gold
3037,3037,3723.0,7,191,4443946.0,1,1,1,111,3,Platinum
3038,3038,3724.0,2,94,134008.0,1,1,1,111,3,Platinum
3039,3039,3725.0,334,115,257443.0,4,1,1,411,6,Gold
3040,3040,3726.0,167,2,3423.0,4,4,4,444,12,Bronze
3041,3041,3727.0,185,13,81568.0,4,2,2,422,8,Gold
3042,3042,3728.0,17,64,151807.0,1,1,1,111,3,Platinum
3043,3043,3729.0,13,42,92698.0,1,2,1,121,4,Platinum
3044,3044,3730.0,4,66,161808.0,1,1,1,111,3,Platinum
3045,3045,3731.0,45,6,141440.0,2,3,1,231,6,Gold
3046,3046,3732.0,81,14,55861.0,3,2,2,322,7,Gold
3047,3047,3733.0,30,268,893691.0,2,1,1,211,4,Platinum
3048,3048,3734.0,43,30,61055.0,2,2,2,222,6,Gold
3049,3049,3735.0,14,204,497821.0,1,1,1,111,3,Platinum
3050,3050,3736.0,51,30,72000.0,2,2,2,222,6,Gold
3051,3051,3737.0,17,134,300117.0,1,1,1,111,3,Platinum
3052,3052,3738.0,47,28,82829.0,2,2,2,222,6,Gold
3053,3053,3739.0,27,43,98938.0,2,2,1,221,5,Platinum
3054,3054,3740.0,6,269,661644.0,1,1,1,111,3,Platinum
3055,3055,3741.0,81,2,13378.0,3,4,3,343,10,Silver
3056,3056,3742.0,5,342,2162739.0,1,1,1,111,3,Platinum
3057,3057,3743.0,123,42,78809.0,3,2,2,322,7,Gold
3058,3058,3744.0,33,14,32542.0,2,2,2,222,6,Gold
3059,3059,3745.0,314,41,50842.0,4,2,2,422,8,Gold
3060,3060,3746.0,19,47,48435.0,1,1,2,112,4,Platinum
3061,3061,3747.0,89,54,40925.0,3,1,2,312,6,Gold
3062,3062,3748.0,3,137,322723.0,1,1,1,111,3,Platinum
3063,3063,3749.0,3,9,26970.0,1,3,2,132,6,Gold
3064,3064,3750.0,255,19,43257.0,4,2,2,422,8,Gold
3065,3065,3751.0,153,8,20344.0,4,3,3,433,10,Silver
3066,3066,3752.0,33,140,286388.0,2,1,1,211,4,Platinum
3067,3067,3754.0,152,134,348584.0,3,1,1,311,5,Platinum
3068,3068,3755.0,177,9,21642.0,4,3,3,433,10,Silver
3069,3069,3756.0,41,36,77671.0,2,2,2,222,6,Gold
3070,3070,3758.0,3,278,305324.0,1,1,1,111,3,Platinum
3071,3071,3759.0,10,262,7533725.0,1,1,1,111,3,Platinum
3072,3072,3760.0,2,106,222328.0,1,1,1,111,3,Platinum
3073,3073,3761.0,18,19,62926.0,1,2,2,122,5,Platinum
3074,3074,3762.0,195,61,63296.0,4,1,2,412,7,Gold
3075,3075,3763.0,204,8,15650.0,4,3,3,433,10,Silver
3076,3076,3764.0,366,17,34814.0,4,2,2,422,8,Gold
3077,3077,3765.0,128,19,216890.0,3,2,1,321,6,Gold
3078,3078,3766.0,16,54,40327.0,1,1,2,112,4,Platinum
3079,3079,3767.0,44,110,89244.0,2,1,1,211,4,Platinum
3080,3080,3768.0,79,37,54634.0,3,2,2,322,7,Gold
3081,3081,3769.0,23,111,116949.0,2,1,1,211,4,Platinum
3082,3082,3770.0,55,28,76640.0,2,2,2,222,6,Gold
3083,3083,3771.0,18,217,244969.0,1,1,1,111,3,Platinum
3084,3084,3772.0,159,9,46897.0,4,3,2,432,9,Silver
3085,3085,3773.0,11,41,95431.0,1,2,1,121,4,Platinum
3086,3086,3774.0,15,5,15756.0,1,3,3,133,7,Gold
3087,3087,3775.0,17,90,222551.0,1,1,1,111,3,Platinum
3088,3088,3776.0,45,78,202938.0,2,1,1,211,4,Platinum
3089,3089,3777.0,192,180,95041.0,4,1,1,411,6,Gold
3090,3090,3778.0,80,14,30130.0,3,2,2,322,7,Gold
3091,3091,3779.0,78,31,70260.0,3,2,2,322,7,Gold
3092,3092,3780.0,4,82,177637.0,1,1,1,111,3,Platinum
3093,3093,3781.0,68,21,50163.0,3,2,2,322,7,Gold
3094,3094,3782.0,262,24,49484.0,4,2,2,422,8,Gold
3095,3095,3783.0,59,29,56580.0,3,2,2,322,7,Gold
3096,3096,3784.0,1,85,248262.0,1,1,1,111,3,Platinum
3097,3097,3785.0,2,107,443151.0,1,1,1,111,3,Platinum
3098,3098,3786.0,249,12,46069.0,4,3,2,432,9,Silver
3099,3099,3787.0,10,27,62453.0,1,2,2,122,5,Platinum
3100,3100,3788.0,359,10,31214.0,4,3,2,432,9,Silver
3101,3101,3789.0,76,17,42378.0,3,2,2,322,7,Gold
3102,3102,3790.0,290,40,92281.0,4,2,1,421,7,Gold
3103,3103,3791.0,26,5,114734.0,2,3,1,231,6,Gold
3104,3104,3792.0,221,18,36953.0,4,2,2,422,8,Gold
3105,3105,3793.0,10,28,88424.0,1,2,1,121,4,Platinum
3106,3106,3794.0,3,38,79670.0,1,2,2,122,5,Platinum
3107,3107,3795.0,208,140,353237.0,4,1,1,411,6,Gold
3108,3108,3796.0,162,52,145928.0,4,1,1,411,6,Gold
3109,3109,3797.0,73,16,37124.0,3,2,2,322,7,Gold
3110,3110,3798.0,262,88,76044.0,4,1,2,412,7,Gold
3111,3111,3799.0,281,21,51612.0,4,2,2,422,8,Gold
3112,3112,3800.0,58,363,777185.0,3,1,1,311,5,Platinum
3113,3113,3801.0,25,20,42820.0,2,2,2,222,6,Gold
3114,3114,3802.0,3,1054,12254805.0,1,1,1,111,3,Platinum
3115,3115,3803.0,29,105,438100.0,2,1,1,211,4,Platinum
3116,3116,3804.0,74,5,43960.0,3,3,2,332,8,Gold
3117,3117,3805.0,129,40,26851.0,3,2,2,322,7,Gold
3118,3118,3806.0,35,87,76076.0,2,1,2,212,5,Platinum
3119,3119,3807.0,16,137,99181.0,1,1,1,111,3,Platinum
3120,3120,3808.0,309,11,21042.0,4,3,3,433,10,Silver
3121,3121,3809.0,18,83,248779.0,1,1,1,111,3,Platinum
3122,3122,3810.0,54,30,74205.0,2,2,2,222,6,Gold
3123,3123,3811.0,31,46,97789.0,2,1,1,211,4,Platinum
3124,3124,3812.0,2,72,155533.0,1,1,1,111,3,Platinum
3125,3125,3813.0,12,33,110200.0,1,2,1,121,4,Platinum
3126,3126,3814.0,362,6,18656.0,4,3,3,433,10,Silver
3127,3127,3815.0,360,9,46602.0,4,3,2,432,9,Silver
3128,3128,3816.0,5,21,129799.0,1,2,1,121,4,Platinum
3129,3129,3817.0,54,48,109144.0,2,1,1,211,4,Platinum
3130,3130,3818.0,2,258,459871.0,1,1,1,111,3,Platinum
3131,3131,3819.0,2,390,313963.0,1,1,1,111,3,Platinum
3132,3132,3820.0,191,14,37230.0,4,2,2,422,8,Gold
3133,3133,3821.0,54,9,27219.0,2,3,2,232,7,Gold
3134,3134,3822.0,284,13,24302.0,4,2,3,423,9,Silver
3135,3135,3823.0,180,3,8084.0,4,4,3,443,11,Bronze
3136,3136,3824.0,30,75,126330.0,2,1,1,211,4,Platinum
3137,3137,3825.0,27,9,18342.0,2,3,3,233,8,Gold
3138,3138,3826.0,10,26,68666.0,1,2,2,122,5,Platinum
3139,3139,3827.0,270,25,23474.0,4,2,3,423,9,Silver
3140,3140,3828.0,44,143,82079.0,2,1,2,212,5,Platinum
3141,3141,3829.0,377,2,-1199.0,4,4,4,444,12,Bronze
3142,3142,3830.0,220,17,-21926.0,4,2,4,424,10,Silver
3143,3143,3831.0,26,6,25926.0,2,3,2,232,7,Gold
3144,3144,3832.0,198,42,30599.0,4,2,2,422,8,Gold
3145,3145,3833.0,360,43,38054.0,4,2,2,422,8,Gold
3146,3146,3834.0,65,50,127033.0,3,1,1,311,5,Platinum
3147,3147,3835.0,130,1,25632.0,3,4,3,343,10,Silver
3148,3148,3836.0,2,87,294011.0,1,1,1,111,3,Platinum
3149,3149,3837.0,20,105,65819.0,1,1,2,112,4,Platinum
3150,3150,3838.0,206,6,22664.0,4,3,3,433,10,Silver
3151,3151,3839.0,16,32,57166.0,1,2,2,122,5,Platinum
3152,3152,3840.0,95,27,115861.0,3,2,1,321,6,Gold
3153,3153,3841.0,20,44,23804.0,1,2,3,123,6,Gold
3154,3154,3842.0,15,64,153889.0,1,1,1,111,3,Platinum
3155,3155,3843.0,25,47,50850.0,2,1,2,212,5,Platinum
3156,3156,3844.0,9,151,113263.0,1,1,1,111,3,Platinum
3157,3157,3845.0,8,176,541255.0,1,1,1,111,3,Platinum
3158,3158,3846.0,333,29,42548.0,4,2,2,422,8,Gold
3159,3159,3847.0,51,296,193689.0,2,1,1,211,4,Platinum
3160,3160,3848.0,72,12,27628.0,3,3,2,332,8,Gold
3161,3161,3849.0,30,26,50087.0,2,2,2,222,6,Gold
3162,3162,3850.0,244,8,22712.0,4,3,3,433,10,Silver
3163,3163,3851.0,9,416,441215.0,1,1,1,111,3,Platinum
3164,3164,3852.0,197,6,14358.0,4,3,3,433,10,Silver
3165,3165,3853.0,6,52,55165.0,1,1,2,112,4,Platinum
3166,3166,3854.0,259,44,25201.0,4,2,3,423,9,Silver
3167,3167,3855.0,1,449,1381412.0,1,1,1,111,3,Platinum
3168,3168,3856.0,237,29,24992.0,4,2,3,423,9,Silver
3169,3169,3857.0,8,36,147542.0,1,2,1,121,4,Platinum
3170,3170,3858.0,110,213,193992.0,3,1,1,311,5,Platinum
3171,3171,3859.0,102,23,156106.0,3,2,1,321,6,Gold
3172,3172,3860.0,61,251,321975.0,3,1,1,311,5,Platinum
3173,3173,3861.0,3,199,184522.0,1,1,1,111,3,Platinum
3174,3174,3862.0,75,167,276390.0,3,1,1,311,5,Platinum
3175,3175,3863.0,4,213,533357.0,1,1,1,111,3,Platinum
3176,3176,3864.0,86,49,119006.0,3,1,1,311,5,Platinum
3177,3177,3865.0,13,82,51250.0,1,1,2,112,4,Platinum
3178,3178,3866.0,24,269,486178.0,2,1,1,211,4,Platinum
3179,3179,3867.0,214,55,250461.0,4,1,1,411,6,Gold
3180,3180,3868.0,19,12,18438.0,1,3,3,133,7,Gold
3181,3181,3869.0,240,9,18499.0,4,3,3,433,10,Silver
3182,3182,3870.0,3,557,701869.0,1,1,1,111,3,Platinum
3183,3183,3871.0,53,12,43922.0,2,3,2,232,7,Gold
3184,3184,3872.0,218,63,40635.0,4,1,2,412,7,Gold
3185,3185,3873.0,34,59,30092.0,2,1,2,212,5,Platinum
3186,3186,3874.0,41,233,144735.0,2,1,1,211,4,Platinum
3187,3187,3875.0,8,579,516435.0,1,1,1,111,3,Platinum
3188,3188,3876.0,54,139,284393.0,2,1,1,211,4,Platinum
3189,3189,3877.0,23,319,565232.0,2,1,1,211,4,Platinum
3190,3190,3878.0,58,99,50070.0,3,1,2,312,6,Gold
3191,3191,3879.0,137,14,40075.0,3,2,2,322,7,Gold
3192,3192,3880.0,183,3,68672.0,4,4,2,442,10,Silver
3193,3193,3881.0,6,78,111199.0,1,1,1,111,3,Platinum
3194,3194,3882.0,313,75,28154.0,4,1,2,412,7,Gold
3195,3195,3883.0,60,4,9600.0,3,3,3,333,9,Silver
3196,3196,3884.0,22,27,159048.0,2,2,1,221,5,Platinum
3197,3197,3885.0,33,32,65865.0,2,2,2,222,6,Gold
3198,3198,3886.0,15,50,117884.0,1,1,1,111,3,Platinum
3199,3199,3887.0,19,312,264848.0,1,1,1,111,3,Platinum
3200,3200,3888.0,83,5,10681.0,3,3,3,333,9,Silver
3201,3201,3889.0,6,124,254556.0,1,1,1,111,3,Platinum
